htid,recordid,locnum,author,datetype,startdate,enddate,textdate,subjects,genres,title
nyp.33433081988143,008675651,PE1591.S6 1884,"Smith, Charles John,",s,1884,    ,1884,Synonyms and antonyms;English language,NotFiction,"Synonyms and antonyms; or, Kindred words and their opposites"
hvd.hwsg37,009730750,<blank>,"Groves, John,",s,1841,    ,1841,Greek language;Dictionaries;English;English language;Greek,NotFiction;Dictionary,A Greek and English dictionary
chi.14536311,009548417,<blank>,<blank>,s,1878,    ,1878,Connecticut;Botany,NotFiction;Catalog,A catalogue of the flowering plants and higher cryptogams growing without cultivation within thirty miles of Yale college
hvd.32044021117908,009716525,<blank>,"Wirt, Elizabeth Washington Gamble,",q,1830,||||,1830,Flowers in literature;Folklore;Plants,UnknownGenre,Flora's dictionary
uva.x030696386,009774749,PE1625.A5 1897,<blank>,s,1897,    ,1897,Dictionaries;English language,NotFiction;Dictionary,The American encyclopædic dictionary
mdp.39015061738673,004907899,<blank>,<blank>,s,1897,    ,1897,Dictionaries;English language,NotFiction;Dictionary,The American encyclopaedic dictionary
nyp.33433075867592,001787989,<blank>,"Hornbeck, Cecil.",s,1863,    ,1863,Danish language;Dictionaries;Danish;English language;English,UnknownGenre,"Dictionary of the English and Danish languages, adapted to the use of schools and learners ofboth languages"
uc1.b29710,006561451,PN2658.B3A3 1885a,"Bauer, Karoline,",s,1885,    ,1885,History;Theater;Germany;Actresses,NotFiction,Memoirs of Karoline Bauer
njp.32101079881742,008901788,<blank>,"Henry, Matthew,",s,1856,    ,1856,Bible;1856;Commentaries;English;Authorized,NotFiction,An exposition of the Old and New Testament
uva.x030753479,001022549,PR3580.B8,"Bradshaw, John,",s,1894,    ,1894,"Concordances;1608-1674;Milton, John",NotFiction,A concordance to the poetical works of John Milton
mdp.39015049835062,001487869,QE51.C2,<blank>,s,1893,    ,1893,Catalogs and collections;Geology,NotFiction;Catalog,"Catalogue of a stratigraphical collection of Canadian rocks prepared for the World's Columbian exposition, Chicago, 1893"
nyp.33433069263014,001165856,Z881.Y17,<blank>,s,1823,    ,1823,<blank>,NotFiction;Catalog,Catalogue of books in the library of Yale college
nyp.33433034361901,008609298,<blank>,"Pitman, Isaac,",s,1890,    ,1890,Shorthand;Dictionaries,NotFiction;Dictionary,A phonographic and pronouncing dictionary of the English language
pst.000001933130,007026969,E215.4.W46,"Wemms, William,",s,1807,    ,1807,"Boston Massacre, 1770",NotFiction,"The trial of the British soldiers, of the 29th regiment of foot, for the murder of Crispus Attucks, Samuel Gray, Samuel Maverick, James Caldwell, and Patrick Carr, on Monday evening, March 5, 1770, before the Honorable Benjamin Lynde, John Cushing, Peter Oliver, and Edmund Trowbridge, esquires, justices of the Superior court of judicature, Court of assize"
yale.39002070949426,008607242,E505.2.I29,<blank>,s,1867,    ,1867,"Civil War, 1861-1865;Regimental histories;United States;Militia;Illinois",NotFiction,Report of the adjutant general of the state of Illinois ... [1861-1866]
uc1.b3546698,006672185,<blank>,"Smollett, T.",s,1820,    ,1820,<blank>,Fiction,"The miscellaneous works of Tobias Smollett, M.D"
nyp.33433082186176,008678245,<blank>,"Hamilton, N. E. S. A.",m,1853,1855,1853-1855,German language;Dictionaries;Polyglot;English language;French language,NotFiction;Dictionary,"A dictionary of the English, German, and French languages"
njp.32101045355375,008893413,<blank>,"Firth, George.",s,1898,    ,1898,<blank>,NotFiction,The adventures of a martyr's Bible
mdp.39015049808226,001770736,<blank>,"Velázquez de la Cadena, Mariano,",m,1900,1902,1900-1903,Spanish;Dictionaries;English;Spanish language;English language,UnknownGenre,A new pronouncing dictionary of the Spanish and English languages;
nyp.33433070304732,008644360,<blank>,"Borrow, George Henry,",s,1843,    ,1843,Spain;Description and travel,NotFiction,The Bible in Spain;
nyp.33433081810677,008685257,PA131.W3 1808,"Walker, John,",s,1808,    ,1808,"Pronunciation;Names, Latin;Names, Greek;Names in the Bible",NotFiction,"A key to the classical pronunciation of Greek, Latin, and Scripture proper names;"
mdp.39015077987363,001182656,PC1625.P3 (Call. Div.),"Petrocchi, Policarpo,",s,1894,    ,1894,Dictionaries;Italian language,NotFiction;Dictionary,Nòvo dizionàrio universale della lingua italiana
mdp.39015062782316,001069089,LB2389.W8,"Wood, Thomas William.",s,1883,    ,1883,"Degrees, Academic;Academic costume",NotFiction,"The degrees, gowns, and hoods of the British, colonial, Indian, and Ameican universities and colleges"
nyp.33433081614681,008678494,<blank>,"Spiers, A.",s,1893,    ,1893,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,The standard pronouncing dictionary of the French and English languages
uc1.b61066,001180334,Z8384.F7,"Ford, Paul Leicester,",s,1886,    ,1868,"1757-1804;Bibliography;Hamilton, Alexander",Bibliographies;NotFiction,Bibliotheca Hamiltoniana;
wu.89099425811,008988224,<blank>,"Webster, Noah,",s,1857,    ,1857,Dictionaries;English language,NotFiction,A common-school pronouncing dictionary of the English language
nyp.33433082185152,008674367,<blank>,"Groves, John,",s,1833,    ,1833,Greek language;Dictionaries;English;English language;Greek,NotFiction;Dictionary,A Greek and English dictionary
uc1.$b516929,008952131,Z881.N63TA,<blank>,s,1897,    ,1897,<blank>,NotFiction,Catalogue of the Ellen Walters Avery collection of books
umn.31951002130498d,008374140,<blank>,<blank>,s,1896,    ,"<unparsed=""34 cm"">","1771-1832;Sir;Bibliography;Scott, Walter",Bibliographies;NotFiction;Catalog,Catalogue of printed books
mdp.39015010538109,001898872,<blank>,"Rellye, John",s,1888,    ,1888,<blank>,UnknownGenre,A dictionary of the English & Volapük languages
yale.39002038826195,008729323,<blank>,"Young, Robert,",s,1883,    ,1883,<blank>,NotFiction,Dictionary and concordance of Bible words and synonyms;
nyp.33433082474861,000812990,<blank>,"Baretti, Giuseppe Marco Antonio,",s,1770,    ,1770,Europe;Early works to 1800;Description and travel,NotFiction,"A journey from London to Genoa, through England, Portugal, Spain, and France"
uc1.$b671601,009982709,<blank>,<blank>,s,1897,    ,1897,"Catalogs;1861-1893;Avery, Ellen Walters;Teachers College;Columbia University",Bibliographies;NotFiction,Catalogue of the Ellen Walters Avery collection of books
mdp.39015061195858,001497007,QK495.S17M8,"Mueller, Ferdinand von,",m,1889,1891,1889-1891,Australia;Salsoleae;Botany,NotFiction,Iconography of Australian salsolaceous plants
nyp.33433082114152,008692985,NK3620.T4,"Thompson, William M.,",s,1878,    ,1878,Alphabets;Lettering,NotFiction,Tompson's Roman alphabet
uc1.$b735334,008235538,PK1975.Z5P45,"Phillips, A. N.",s,1892,    ,1892,"Hindustani language;Idioms, corrections, errors",NotFiction,Hindustani idioms
nnc1.50169982,008407298,PA445.E5D7 1842,"Donnegan, James.",s,1842,    ,1842,Greek language;Dictionaries;English;English language;Greek,NotFiction,A new Greek and English lexicon;
nyp.33433034360226,008609365,<blank>,"Artis, George L.",s,1845,    ,1845,Shorthand;Dictionaries,NotFiction;Dictionary,A short-hand dictionary and stenographical copy book
mdp.39015061199983,001497064,QK523.H8,"Hooker, William Jackson,",s,1861,    ,1861,Ferns,NotFiction,A second century of ferns;
mdp.39015059895832,001436274,PE1413.R6 1847,"Roux, Alphonse Antoine.",s,1847,    ,1847,English language;Composition and exercises,NotFiction,New zetetic method for English composition
mdp.39015020060367,000247531,Z325.P25,"Paul, C. Kegan",s,1899,    ,1899,<blank>,Bibliographies;Fiction,Memories
mdp.39015080272498,001906599,<blank>,<blank>,m,1856,1862,1856-1862,<blank>,UnknownGenre,The English cyclopædia
nyp.33433075857460,008697148,<blank>,<blank>,s,1858,    ,1858,History;Great Britain;Sources,NotFiction,Rerum Britannicarum medii aevi scriptores;
hvd.32044004554713,009717817,PR2191.P8,"Pughe, W. Owen",s,1832,    ,1832,Welsh;Welsh language;Dictionaries;English;English language;Grammar,NotFiction,A dictionary of the Welsh language
mdp.39015075918451,005806209,<blank>,Kansas. University,s,1867,    ,1867,<blank>,UnknownGenre,Catalogue
yale.39002003202497,008642519,DT826.L63,"Le Vaillant, François,",s,1790,    ,1790,Hunting;Natural history;Early works to 1800;Description and travel;South Africa,NotFiction,"Travels from the Cape of Good-Hope, into the interior parts of Africa"
nyp.33433069240590,008619719,PE1575.S5,"Smeaton, William.",s,1843,    ,1843,Etymology;English language,NotFiction,An etymological manual of the English language;
uc1.b99175,006600089,QA501.C56 1867 Plates,"Church, Albert E.",s,1867,    ,1867,"Geometry, Descriptive",NotFiction,Plates to Descriptive geometry
mdp.39015025951818,001604108,CS434.P3 vol. 5,<blank>,s,1896,    ,1896,"Registers of births, etc;England;Monk Fryston",NotFiction;Autobiography,"The registers of Monk Fryston, in the West riding of Yorkshire: 1538-1678"
nyp.33433010742314,008594783,<blank>,<blank>,s,1845,    ,1845,New York Hospital;Bibliography;Catalogs;Library;Medicine,NotFiction,A catalogue of the books belonging to the library of the New York Hospital
uc1.b3546694,006672184,<blank>,"Smollett, T.",s,1811,    ,1811,<blank>,NotFiction,"The miscellaneous works of Tobias Smollett, M.D"
mdp.39015030390440,001725652,<blank>,"Palmer, Edward Henry,",s,1883,    ,1883,Dictionaries;Grammar;Persian language;English,UnknownGenre,"A concise dictionary, English-Persian; together with a simplified grammar of the Persian language"
nyp.33433070239227,008620342,<blank>,"Contanseau, Léon,",s,1876,    ,1876,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,A pocket dictionary of the French & English languages
nyp.33433070243443,008619749,<blank>,"Entick, John,",s,1783,    ,1783,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,"The new spelling dictionary, teaching to write and pronounce the English tongue with ease and propriety"
nyp.33433087372227,008682282,<blank>,"Howe, John,",s,1835,    ,1835,Puritans;Early works to 1800;Theology,NotFiction,The works
uva.x001098489,009790081,<blank>,"Genlis, Stéphanie Félicité,",s,1825,    ,1825,"History;France;Revolution, 1789-1799;1789-1900;1814-1830;Court and courtiers",NotFiction,Memoirs of the Countess de Genlis
njp.32101073750885,008594783,<blank>,<blank>,s,1845,    ,1845,New York Hospital;Bibliography;Catalogs;Library;Medicine,NotFiction,A catalogue of the books belonging to the library of the New York Hospital
uc1.b3419926,006292563,<blank>,"Wirt, Elizabeth Washington Gamble,",s,1832,    ,1832,Dictionaries;Flower language;Flowers in literature,NotFiction;Dictionary,Flora's dictionary
uc1.b4177356,006176545,Z57.B6C6,<blank>,s,1849,    ,1849,Shorthand;Texts;Lewis,NotFiction,The New Testament in Lewisian short hand
mdp.39015033680979,001763166,<blank>,<blank>,s,1886,    ,1886,<blank>,UnknownGenre,"Catalogue of English prose fiction and juvenile books. March, 1886"
hvd.32044103136701,009730999,J11.G5,<blank>,s,1834,    ,1834-1873,United States;Politics and government,NotFiction,The Congressional globe
nyp.33433069243206,000200097,PE1505.G8,"Guest, Edwin,",s,1838,    ,1838,Versification;English language,Fiction,A history of English rhythms
nyp.33433081987962,001183286,PE1625.O3 1883,"Ogilvie, John,",s,1883,    ,1883,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The imperial dictionary of the English language
pst.000057756653,008390647,<blank>,"Goldsmid, Edmund.",m,1885,1888,1885-1888,Catalogs;History;Imprints;Early printed books;Netherlands;Bibliography;Printing;Elzevir family,NotFiction,"A complete catalogue of all the publications of the Elzevier Presses at Leyden, Amsterdam, The Hague, and Utrecht"
nnc1.1002291274,008405202,LF1038.A2 1858a,<blank>,s,1858,    ,1858,<blank>,NotFiction;Catalog,A catalogue of the graduates in the faculties of arts
mdp.39015078563155,001423399,<blank>,"Swift, Jonathan,",m,1765,1775,1765-1775,<blank>,UnknownGenre,The works of Dr. Jonathan Swift
nyp.33433070243138,008620582,<blank>,"Johnson, Samuel,",s,1820,    ,1820,Dictionaries;English language,NotFiction;Dictionary,"Johnson's dictionary of the English language, in miniature"
uc1.b4570811,006271129,Z881.B194,<blank>,s,1874,    ,1874,Library catalogs,NotFiction,Catalogue of the English prose fiction
njp.32101074756832,009024053,<blank>,"Nuttall, P. Austin.",s,1896,    ,1896,Dictionaries;English language,NotFiction,Nuttall's Standard dictionary of the English language
mdp.39015033486468,001941779,<blank>,"Guyon, Jeanne Marie Bouvier de La Motte,",s,1880,    ,1880,<blank>,UnknownGenre,Autobiography of Madame Guyon
mdp.39015030421666,001047291,U165.G15,"Gall, Herbert Reay,",s,1889,    ,1889,Tactics,NotFiction,Modern tactics
uva.x001153159,009792942,<blank>,"James, William.",s,1873,    ,1873,Italian;Dictionaries;English;Italian language;English language,NotFiction;Dictionary,Dictionary of the English and Italian languages for general use
hvd.hwsi2s,009720537,PC4640.A2N5 1823,"Neuman, Henry.",s,1823,    ,1823,Spanish;Dictionaries;English;Spanish language;English language,NotFiction;Dictionary,A new dictionary of the Spanish and English languages
njp.32101054956907,008689024,<blank>,"Spofford, Ainsworth Rand,",s,1894,    ,1894,"Collections;Literature;Gibbon, Charles;1843-1890;joint ed",Fiction,The library of choice literature and encyclopedia of universal authorship
mdp.39015031094413,001502066,QL694.A1B7,<blank>,s,1859,    ,1859,Oceania;Birds,NotFiction;Catalog,Catalogue of the birds of the tropical islands of the Pacific Ocean
nyp.33433069238867,008620105,<blank>,"Hilpert, J. L.",s,1846,    ,1846,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,"A dictionary of the English and German, and the German and English language"
njp.32101073751065,009018725,Z5854.A52,<blank>,s,1881,    ,1881,Engineering;Catalogs;Bibliography;Railroads,Bibliographies;NotFiction;Catalog,Index to the library of the American Society of Civil Engineers
nyp.33433081987731,008675473,<blank>,"Worcester, Joseph E.",s,1871,    ,1871,Dictionaries;English language,NotFiction;Dictionary,A primary dictionary of the English language
njp.32101074875822,009025143,PE1591.F3,"Fallows, Samuel,",s,1898,    ,1898,Synonyms and antonyms;English language,NotFiction,A complete dictionary of synonyms and antonyms
hvd.32044082133844,009737165,<blank>,"Taylor, John,",s,1840,    ,1840,Brewing industry;Albany;New York (State),NotFiction,A report of the trail of the cause of John Taylor vs. Edward C. Delavan
nyp.33433034361935,008609289,<blank>,"Pitman, Benn,",s,1894,    ,1894,Shorthand;Dictionaries,NotFiction;Dictionary,The phonographic dictionary
mdp.39015061738749,004907899,<blank>,<blank>,s,1897,    ,1897,Dictionaries;English language,NotFiction;Dictionary,The American encyclopaedic dictionary
uva.x030732060,007705390,<blank>,<blank>, ,1897,    ,1897,Biography;Atlases;Encyclopedias and dictionaries;Dictionaries;English language,Handbooks;NotFiction;Encyclopedia;Dictionary,The Century dictionary and cyclopedia;
njp.32101066458017,008928072,YA 13259,"Cooke, Samuel Walden.",s,1865,    ,1865,<blank>,NotFiction,Cobwebs
nyp.33433068250715,008625260,<blank>,"Drelincourt, Charles,",s,1764,    ,1764,Death;Preparation,Fiction,The Christian's defence against the fears of death
hvd.hx5g8i,009719630,<blank>,"Johnson, Samuel,",s,1827,    ,1827,Specimens;Miniature books;Dictionaries;English language,NotFiction,Johnson's dictionary of the English language
nyp.33433082327655,008687041,<blank>,"Carter, George,",s,1791,    ,1791,Grosvenor (Ship);Description and travel;Kaffraria;Xhosa (African people),NotFiction,A narrative of the loss of the Grosvenor East Indiaman
njp.32101045239447,008893101,<blank>,"Rees, Abraham,",m,1805,1825,1805,Encyclopedias and dictionaries,NotFiction;Encyclopedia;Dictionary,"The cyclopædia, or, Universal dictionary of arts, sciences, and literature"
mdp.39015018439821,001623804,VM145.T5,"Thearle, Samuel James Pope,",s,1874,    ,1874,Naval architecture,NotFiction,Naval architecture
